episode,step,x,y
92.00,17.00,257.29,216.15
92.00,18.00,282.08,219.41
92.00,19.00,306.74,215.31
92.00,20.00,304.56,190.40
92.00,21.00,326.42,202.53
92.00,22.00,344.10,184.85
92.00,23.00,324.71,169.08
92.00,24.00,343.71,152.83
92.00,25.00,361.39,170.51
92.00,26.00,369.85,146.98
92.00,27.00,391.41,134.33
92.00,28.00,406.04,114.06
92.00,29.00,413.70,137.86
92.00,30.00,417.13,113.09
92.00,31.00,434.81,95.42
92.00,32.00,440.79,119.69
92.00,33.00,465.27,124.77
92.00,34.00,484.46,140.80
92.00,35.00,503.22,124.28
92.00,36.00,502.30,149.26
92.00,37.00,525.56,158.43
92.00,38.00,550.56,158.66
92.00,39.00,574.87,152.83
92.00,40.00,599.10,146.70
92.00,41.00,609.77,169.31
92.00,42.00,626.35,188.02
92.00,43.00,639.89,209.03
92.00,44.00,625.16,229.23
92.00,45.00,613.92,251.56
92.00,46.00,637.58,259.64
92.00,47.00,662.43,256.93
92.00,48.00,680.46,274.25
92.00,49.00,702.87,285.33
92.00,50.00,702.77,310.33
92.00,51.00,717.37,330.61
92.00,52.00,740.43,340.29
92.00,53.00,758.10,357.97
92.00,54.00,780.81,347.50
92.00,55.00,798.53,365.14
92.00,56.00,816.20,382.81
92.00,57.00,840.46,388.86
92.00,58.00,865.35,386.48
92.00,59.00,882.06,405.08
92.00,60.00,885.06,429.89
92.00,61.00,867.39,447.57
92.00,62.00,868.84,472.53
92.00,63.00,886.52,490.21
92.00,64.00,883.54,515.03
92.00,65.00,871.37,536.87
92.00,66.00,846.71,540.98
92.00,67.00,841.09,565.34
92.00,68.00,830.88,588.17
92.00,69.00,833.88,612.99
92.00,70.00,825.95,636.70
92.00,71.00,846.70,650.64
92.00,72.00,830.19,631.86
92.00,73.00,815.93,652.39
92.00,74.00,823.93,676.07
92.00,75.00,806.25,693.75
92.00,76.00,802.32,718.44
92.00,77.00,824.88,707.67
92.00,78.00,804.22,721.74
92.00,79.00,793.56,744.35
92.00,80.00,768.78,747.67
92.00,81.00,746.30,736.74
92.00,82.00,768.18,724.66
92.00,83.00,767.37,699.67
92.00,84.00,774.33,675.66
92.00,85.00,783.14,699.05
92.00,86.00,807.18,705.92
92.00,87.00,791.19,725.13
92.00,88.00,800.72,702.02
92.00,89.00,778.81,714.06
92.00,90.00,802.49,706.04
92.00,91.00,799.72,681.19
92.00,92.00,783.93,661.81
92.00,93.00,778.96,686.31
92.00,94.00,789.35,663.58
92.00,95.00,765.67,671.59
92.00,96.00,768.71,646.77
92.00,97.00,793.62,644.62
92.00,98.00,818.58,643.17
92.00,99.00,835.06,661.97
92.00,100.00,838.52,686.73
93.00,1.00,77.24,218.11
93.00,2.00,98.46,231.32
93.00,3.00,98.39,256.32
93.00,4.00,116.06,238.64
93.00,5.00,136.87,224.78
93.00,6.00,159.04,236.34
93.00,7.00,154.92,261.00
93.00,8.00,172.60,278.68
93.00,9.00,190.27,261.00
93.00,10.00,213.94,252.93
93.00,11.00,204.62,229.74
93.00,12.00,229.55,227.81
93.00,13.00,254.55,227.70
93.00,14.00,271.20,209.05
93.00,15.00,295.00,216.71
93.00,16.00,312.67,199.03
93.00,17.00,331.81,182.94
93.00,18.00,352.70,196.67
93.00,19.00,377.17,191.53
93.00,20.00,394.85,173.85
93.00,21.00,405.63,151.30
93.00,22.00,430.28,147.14
93.00,23.00,455.26,148.07
93.00,24.00,440.80,168.46
93.00,25.00,463.67,158.37
93.00,26.00,476.60,136.97
93.00,27.00,500.51,129.67
93.00,28.00,508.27,153.44
93.00,29.00,528.87,139.27
93.00,30.00,543.79,159.33
93.00,31.00,561.47,141.65
93.00,32.00,586.38,139.63
93.00,33.00,587.21,164.62
93.00,34.00,612.20,164.99
93.00,35.00,629.88,182.67
93.00,36.00,621.99,206.39
93.00,37.00,646.88,204.04
93.00,38.00,653.43,228.17
93.00,39.00,671.11,245.85
93.00,40.00,688.79,263.53
93.00,41.00,704.51,282.96
93.00,42.00,716.63,304.83
93.00,43.00,734.31,322.51
93.00,44.00,751.19,340.95
93.00,45.00,751.46,365.95
93.00,46.00,755.13,341.22
93.00,47.00,772.81,358.89
93.00,48.00,774.00,383.87
93.00,49.00,798.09,390.55
93.00,50.00,815.77,408.23
93.00,51.00,839.58,415.84
93.00,52.00,853.57,436.56
93.00,53.00,875.52,448.52
93.00,54.00,851.88,440.39
93.00,55.00,869.56,458.07
93.00,56.00,850.39,474.11
93.00,57.00,851.55,449.14
93.00,58.00,842.91,472.60
93.00,59.00,867.08,479.02
93.00,60.00,843.47,487.24
93.00,61.00,865.01,499.92
93.00,62.00,875.55,522.59
93.00,63.00,858.86,541.20
93.00,64.00,841.18,558.88
93.00,65.00,836.94,583.52
93.00,66.00,856.60,568.07
93.00,67.00,848.11,591.59
93.00,68.00,823.36,595.13
93.00,69.00,829.36,619.40
93.00,70.00,828.83,644.39
93.00,71.00,814.72,665.03
93.00,72.00,836.95,653.58
93.00,73.00,831.92,678.07
93.00,74.00,821.55,700.82
93.00,75.00,797.72,693.26
93.00,76.00,819.14,680.36
93.00,77.00,794.39,683.93
93.00,78.00,787.63,707.99
93.00,79.00,810.62,698.19
93.00,80.00,785.88,694.65
93.00,81.00,795.33,671.50
93.00,82.00,813.01,689.18
93.00,83.00,795.33,706.86
93.00,84.00,776.94,723.79
93.00,85.00,798.13,710.52
93.00,86.00,786.79,732.81
93.00,87.00,763.03,725.04
93.00,88.00,744.34,741.65
93.00,89.00,753.46,718.37
93.00,90.00,756.72,693.58
93.00,91.00,731.73,692.91
93.00,92.00,746.08,672.44
93.00,93.00,762.72,653.78
93.00,94.00,760.92,678.72
93.00,95.00,784.42,670.19
93.00,96.00,789.96,694.57
93.00,97.00,767.25,705.04
93.00,98.00,783.69,686.20
93.00,99.00,801.67,703.57
93.00,100.00,824.35,714.10
94.00,1.00,82.26,211.38
94.00,2.00,99.94,229.06
94.00,3.00,124.88,227.43
94.00,4.00,141.56,246.05
94.00,5.00,165.64,239.32
94.00,6.00,180.07,218.90
94.00,7.00,202.48,229.98
94.00,8.00,223.18,244.00
94.00,9.00,244.11,230.33
94.00,10.00,261.03,211.93
94.00,11.00,263.81,187.08
94.00,12.00,281.49,204.76
94.00,13.00,303.85,215.93
94.00,14.00,321.53,198.25
94.00,15.00,319.54,173.33
94.00,16.00,340.05,187.62
94.00,17.00,364.26,193.87
94.00,18.00,376.87,172.28
94.00,19.00,399.81,162.33
94.00,20.00,417.49,180.01
94.00,21.00,431.55,159.34
94.00,22.00,453.90,148.14
94.00,23.00,477.12,138.87
94.00,24.00,452.20,140.95
94.00,25.00,443.61,164.42
94.00,26.00,425.81,181.97
94.00,27.00,450.72,179.89
94.00,28.00,475.53,182.94
94.00,29.00,497.74,171.45
94.00,30.00,518.78,157.96
94.00,31.00,536.46,140.28
94.00,32.00,559.55,130.70
94.00,33.00,578.53,146.98
94.00,34.00,596.20,164.66
94.00,35.00,613.88,182.34
94.00,36.00,633.87,197.35
94.00,37.00,656.34,186.37
94.00,38.00,680.36,193.27
94.00,39.00,699.77,209.03
94.00,40.00,689.99,232.04
94.00,41.00,671.34,248.69
94.00,42.00,689.02,266.37
94.00,43.00,681.35,290.17
94.00,44.00,697.31,309.41
94.00,45.00,705.24,333.12
94.00,46.00,730.24,333.18
94.00,47.00,748.60,350.15
94.00,48.00,766.05,368.05
94.00,49.00,783.73,385.72
94.00,50.00,805.89,397.30
94.00,51.00,804.46,422.26
94.00,52.00,822.13,439.94
94.00,53.00,839.81,457.62
94.00,54.00,816.64,467.00
94.00,55.00,840.91,473.00
94.00,56.00,827.89,494.34
94.00,57.00,836.59,517.78
94.00,58.00,840.24,542.51
94.00,59.00,845.13,567.03
94.00,60.00,827.45,584.71
94.00,61.00,814.16,605.88
94.00,62.00,833.21,622.07
94.00,63.00,857.96,625.62
94.00,64.00,850.00,649.32
94.00,65.00,874.82,646.26
94.00,66.00,851.17,654.37
94.00,67.00,835.92,674.18
94.00,68.00,811.81,667.55
94.00,69.00,810.10,692.50
94.00,70.00,788.22,680.39
94.00,71.00,812.59,674.78
94.00,72.00,792.78,659.53
94.00,73.00,817.69,661.59
94.00,74.00,831.64,682.34
94.00,75.00,840.61,705.67
94.00,76.00,822.03,722.39
94.00,77.00,827.41,746.81
94.00,78.00,807.81,731.29
94.00,79.00,785.71,742.99
94.00,80.00,760.85,745.59
94.00,81.00,744.92,764.86
94.00,82.00,769.92,765.06
94.00,83.00,753.76,745.99
94.00,84.00,734.86,729.63
94.00,85.00,754.12,713.69
94.00,86.00,778.79,717.71
94.00,87.00,803.53,721.33
94.00,88.00,787.51,702.14
94.00,89.00,766.06,714.98
94.00,90.00,754.24,737.00
94.00,91.00,752.37,712.07
94.00,92.00,760.80,688.54
94.00,93.00,743.90,670.11
94.00,94.00,756.92,648.77
94.00,95.00,757.34,673.77
94.00,96.00,774.83,655.91
94.00,97.00,752.11,666.33
94.00,98.00,769.90,683.89
94.00,99.00,778.82,660.54
94.00,100.00,796.50,642.86
95.00,1.00,72.95,221.38
95.00,2.00,62.44,244.07
95.00,3.00,83.69,257.23
95.00,4.00,106.22,268.07
95.00,5.00,123.90,285.74
95.00,6.00,148.72,288.74
95.00,7.00,169.49,302.64
95.00,8.00,193.09,310.91
95.00,9.00,208.79,291.46
95.00,10.00,226.47,273.78
95.00,11.00,244.14,256.11
95.00,12.00,268.93,252.83
95.00,13.00,293.57,257.03
95.00,14.00,315.32,244.70
95.00,15.00,340.32,244.69
95.00,16.00,336.49,219.98
95.00,17.00,355.48,203.72
95.00,18.00,380.22,200.09
95.00,19.00,399.17,183.79
95.00,20.00,416.85,166.11
95.00,21.00,441.73,163.68
95.00,22.00,462.19,178.04
95.00,23.00,449.12,156.73
95.00,24.00,464.51,176.43
95.00,25.00,482.19,194.11
95.00,26.00,478.82,169.34
95.00,27.00,503.63,172.34
95.00,28.00,521.31,154.67
95.00,29.00,542.71,167.60
95.00,30.00,560.39,185.27
95.00,31.00,585.14,181.74
95.00,32.00,570.84,202.24
95.00,33.00,595.75,204.29
95.00,34.00,575.30,189.92
95.00,35.00,596.67,176.94
95.00,36.00,610.64,197.67
95.00,37.00,635.61,196.60
95.00,38.00,625.64,219.52
95.00,39.00,635.33,242.57
95.00,40.00,653.50,259.75
95.00,41.00,648.06,284.15
95.00,42.00,663.13,304.10
95.00,43.00,687.92,307.30
95.00,44.00,705.60,324.97
95.00,45.00,723.28,342.65
95.00,46.00,744.94,355.13
95.00,47.00,762.61,372.81
95.00,48.00,780.29,390.49
95.00,49.00,794.53,411.04
95.00,50.00,812.84,428.06
95.00,51.00,830.65,445.60
95.00,52.00,848.33,463.28
95.00,53.00,871.18,473.43
95.00,54.00,865.76,497.83
95.00,55.00,886.49,511.81
95.00,56.00,871.95,532.14
95.00,57.00,847.07,534.58
95.00,58.00,849.71,559.44
95.00,59.00,843.21,583.58
95.00,60.00,861.73,566.79
95.00,61.00,858.38,591.56
95.00,62.00,834.10,585.61
95.00,63.00,851.78,603.29
95.00,64.00,833.78,620.64
95.00,65.00,816.10,638.32
95.00,66.00,815.12,663.30
95.00,67.00,825.94,640.76
95.00,68.00,817.45,664.27
95.00,69.00,833.64,683.32
95.00,70.00,848.79,703.21
95.00,71.00,831.12,720.88
95.00,72.00,813.44,738.56
95.00,73.00,822.86,761.72
95.00,74.00,801.42,774.57
95.00,75.00,802.89,749.61
95.00,76.00,801.83,774.59
95.00,77.00,805.98,799.24
95.00,78.00,794.53,777.01
95.00,79.00,800.33,752.70
95.00,80.00,778.23,741.02
95.00,81.00,802.82,745.50
95.00,82.00,787.79,725.52
95.00,83.00,809.95,713.95
95.00,84.00,789.79,728.74
95.00,85.00,810.91,742.12
95.00,86.00,811.12,717.12
95.00,87.00,825.73,737.40
95.00,88.00,850.60,734.85
95.00,89.00,827.05,726.47
95.00,90.00,807.48,710.91
95.00,91.00,795.81,733.02
95.00,92.00,780.36,713.36
95.00,93.00,799.59,697.39
95.00,94.00,774.91,693.42
95.00,95.00,795.94,679.90
95.00,96.00,781.49,700.30
95.00,97.00,795.95,679.91
95.00,98.00,798.23,704.81
95.00,99.00,774.17,711.62
95.00,100.00,784.47,688.84
96.00,1.00,68.56,223.49
96.00,2.00,50.88,241.17
96.00,3.00,32.19,224.56
96.00,4.00,40.87,248.01
96.00,5.00,57.40,266.76
96.00,6.00,80.51,257.24
96.00,7.00,93.96,278.32
96.00,8.00,118.93,279.60
96.00,9.00,128.42,256.47
96.00,10.00,147.05,239.81
96.00,11.00,172.05,240.16
96.00,12.00,196.21,246.60
96.00,13.00,213.71,228.75
96.00,14.00,231.14,210.83
96.00,15.00,241.31,233.67
96.00,16.00,249.78,210.14
96.00,17.00,274.60,207.14
96.00,18.00,293.77,223.19
96.00,19.00,318.74,224.32
96.00,20.00,338.34,239.83
96.00,21.00,352.51,219.24
96.00,22.00,362.45,196.30
96.00,23.00,385.42,206.18
96.00,24.00,403.10,188.50
96.00,25.00,409.78,164.41
96.00,26.00,434.77,163.64
96.00,27.00,455.70,149.97
96.00,28.00,478.72,140.23
96.00,29.00,500.95,151.67
96.00,30.00,523.68,141.25
96.00,31.00,544.69,127.71
96.00,32.00,561.40,146.31
96.00,33.00,583.58,134.78
96.00,34.00,574.36,111.54
96.00,35.00,591.66,129.60
96.00,36.00,577.30,150.06
96.00,37.00,584.63,173.96
96.00,38.00,593.83,150.71
96.00,39.00,618.31,145.65
96.00,40.00,636.62,162.68
96.00,41.00,659.52,172.70
96.00,42.00,648.59,195.19
96.00,43.00,666.27,212.86
96.00,44.00,689.68,221.62
96.00,45.00,690.91,246.59
96.00,46.00,715.25,240.88
96.00,47.00,738.63,249.74
96.00,48.00,756.30,267.41
96.00,49.00,778.28,279.33
96.00,50.00,776.41,304.26
96.00,51.00,782.46,328.52
96.00,52.00,800.14,346.19
96.00,53.00,824.00,353.67
96.00,54.00,841.68,371.35
96.00,55.00,834.71,347.34
96.00,56.00,852.39,365.02
96.00,57.00,842.14,387.82
96.00,58.00,851.02,411.19
96.00,59.00,872.35,424.24
96.00,60.00,857.05,444.01
96.00,61.00,832.88,437.62
96.00,62.00,850.56,455.30
96.00,63.00,866.23,474.78
96.00,64.00,860.96,499.22
96.00,65.00,881.41,513.60
96.00,66.00,893.17,535.66
96.00,67.00,882.23,558.14
96.00,68.00,868.74,579.19
96.00,69.00,857.49,601.51
96.00,70.00,867.68,624.34
96.00,71.00,850.53,642.53
96.00,72.00,841.13,665.70
96.00,73.00,836.66,690.30
96.00,74.00,837.56,715.28
96.00,75.00,819.88,732.96
96.00,76.00,795.09,729.75
96.00,77.00,787.69,705.87
96.00,78.00,807.03,690.04
96.00,79.00,782.10,688.29
96.00,80.00,757.14,689.86
96.00,81.00,755.26,664.93
96.00,82.00,772.94,647.25
96.00,83.00,797.68,650.89
96.00,84.00,774.14,659.32
96.00,85.00,756.74,641.36
96.00,86.00,776.64,656.50
96.00,87.00,801.09,661.70
96.00,88.00,776.76,655.95
96.00,89.00,796.46,671.35
96.00,90.00,781.50,651.31
96.00,91.00,797.88,670.20
96.00,92.00,806.38,693.71
96.00,93.00,790.15,712.72
96.00,94.00,774.37,693.33
96.00,95.00,798.05,685.32
96.00,96.00,784.77,706.50
96.00,97.00,803.42,723.15
96.00,98.00,782.22,736.41
96.00,99.00,802.60,750.90
96.00,100.00,819.69,769.14
97.00,1.00,56.90,224.81
97.00,2.00,80.05,234.25
97.00,3.00,105.00,235.83
97.00,4.00,112.26,259.75
97.00,5.00,134.77,248.88
97.00,6.00,155.75,262.47
97.00,7.00,180.67,260.53
97.00,8.00,204.23,252.16
97.00,9.00,215.68,229.94
97.00,10.00,235.34,245.38
97.00,11.00,253.02,227.70
97.00,12.00,270.70,210.02
97.00,13.00,292.51,222.23
97.00,14.00,313.65,208.88
97.00,15.00,331.14,191.02
97.00,16.00,353.83,201.53
97.00,17.00,374.09,186.88
97.00,18.00,396.43,175.67
97.00,19.00,421.28,178.45
97.00,20.00,406.05,158.62
97.00,21.00,423.86,176.16
97.00,22.00,448.29,170.85
97.00,23.00,464.65,151.94
97.00,24.00,489.63,152.89
97.00,25.00,514.61,153.97
97.00,26.00,537.49,164.03
97.00,27.00,555.17,146.35
97.00,28.00,578.20,136.63
97.00,29.00,595.88,154.31
97.00,30.00,613.56,136.63
97.00,31.00,630.72,154.81
97.00,32.00,652.45,167.18
97.00,33.00,670.13,184.86
97.00,34.00,687.80,202.54
97.00,35.00,705.48,220.21
97.00,36.00,726.94,233.05
97.00,37.00,751.90,234.30
97.00,38.00,776.89,235.00
97.00,39.00,785.34,258.53
97.00,40.00,804.66,274.40
97.00,41.00,822.33,292.08
97.00,42.00,809.04,313.25
97.00,43.00,828.70,328.69
97.00,44.00,811.21,346.55
97.00,45.00,827.83,365.23
97.00,46.00,846.60,381.74
97.00,47.00,840.05,405.87
97.00,48.00,857.72,423.54
97.00,49.00,845.95,445.60
97.00,50.00,865.04,461.74
97.00,51.00,861.07,486.42
97.00,52.00,883.08,498.28
97.00,53.00,863.85,514.27
97.00,54.00,861.34,539.14
97.00,55.00,863.82,564.02
97.00,56.00,852.70,586.41
97.00,57.00,857.52,610.94
97.00,58.00,848.44,634.23
97.00,59.00,825.35,643.81
97.00,60.00,813.30,665.72
97.00,61.00,817.41,690.38
97.00,62.00,794.25,699.81
97.00,63.00,810.68,718.66
97.00,64.00,793.00,736.34
97.00,65.00,797.15,711.69
97.00,66.00,802.54,687.28
97.00,67.00,821.89,703.11
97.00,68.00,844.54,713.70
97.00,69.00,834.16,736.44
97.00,70.00,856.07,724.40
97.00,71.00,837.51,741.15
97.00,72.00,817.93,725.61
97.00,73.00,817.80,700.61
97.00,74.00,799.50,717.64
97.00,75.00,789.84,694.59
97.00,76.00,809.49,679.13
97.00,77.00,806.72,703.98
97.00,78.00,798.10,727.44
97.00,79.00,775.54,716.67
97.00,80.00,775.90,741.67
97.00,81.00,761.39,721.32
97.00,82.00,786.27,723.72
97.00,83.00,802.72,742.54
97.00,84.00,826.58,735.07
97.00,85.00,808.19,718.14
97.00,86.00,784.58,726.38
97.00,87.00,766.91,708.70
97.00,88.00,746.97,693.61
97.00,89.00,756.40,670.46
97.00,90.00,778.38,658.54
97.00,91.00,795.86,676.41
97.00,92.00,778.38,658.54
97.00,93.00,799.21,672.37
97.00,94.00,823.01,680.00
97.00,95.00,822.98,655.00
97.00,96.00,836.92,675.75
97.00,97.00,812.51,670.38
97.00,98.00,805.97,694.51
97.00,99.00,800.49,670.12
97.00,100.00,781.86,686.79
98.00,1.00,77.68,217.68
98.00,2.00,84.93,241.60
98.00,3.00,105.03,256.47
98.00,4.00,129.95,254.43
98.00,5.00,115.07,274.52
98.00,6.00,132.75,292.20
98.00,7.00,150.43,274.52
98.00,8.00,171.24,260.66
98.00,9.00,195.97,264.31
98.00,10.00,210.01,284.99
98.00,11.00,227.63,267.25
98.00,12.00,245.31,249.57
98.00,13.00,249.00,224.85
98.00,14.00,260.46,202.63
98.00,15.00,285.10,198.40
98.00,16.00,303.91,181.94
98.00,17.00,319.07,162.06
98.00,18.00,340.89,149.87
98.00,19.00,365.20,155.70
98.00,20.00,389.71,160.64
98.00,21.00,405.50,141.26
98.00,22.00,423.18,123.58
98.00,23.00,446.65,114.97
98.00,24.00,452.84,139.19
98.00,25.00,458.18,163.62
98.00,26.00,477.40,147.63
98.00,27.00,502.38,148.72
98.00,28.00,500.48,123.79
98.00,29.00,522.49,111.94
98.00,30.00,542.59,126.81
98.00,31.00,562.07,142.48
98.00,32.00,575.21,163.75
98.00,33.00,599.81,159.26
98.00,34.00,614.92,179.18
98.00,35.00,638.85,186.42
98.00,36.00,645.83,210.42
98.00,37.00,663.51,228.10
98.00,38.00,688.50,227.46
98.00,39.00,695.35,251.50
98.00,40.00,713.03,269.18
98.00,41.00,707.28,244.85
98.00,42.00,725.68,261.78
98.00,43.00,749.95,267.78
98.00,44.00,767.67,285.42
98.00,45.00,785.35,303.09
98.00,46.00,803.03,320.77
98.00,47.00,820.70,338.45
98.00,48.00,845.52,341.45
98.00,49.00,866.91,354.38
98.00,50.00,874.59,330.59
98.00,51.00,881.02,354.75
98.00,52.00,904.20,345.40
98.00,53.00,895.36,368.78
98.00,54.00,877.68,386.46
98.00,55.00,899.45,398.76
98.00,56.00,897.16,423.66
98.00,57.00,886.91,446.46
98.00,58.00,907.08,461.23
98.00,59.00,925.80,477.80
98.00,60.00,901.32,472.75
98.00,61.00,892.28,496.06
98.00,62.00,897.28,520.56
98.00,63.00,873.65,528.74
98.00,64.00,892.85,544.75
98.00,65.00,908.64,564.13
98.00,66.00,890.96,581.81
98.00,67.00,891.11,606.81
98.00,68.00,869.74,619.79
98.00,69.00,845.31,625.08
98.00,70.00,849.27,649.76
98.00,71.00,843.18,674.01
98.00,72.00,851.15,697.70
98.00,73.00,829.50,710.22
98.00,74.00,804.91,714.68
98.00,75.00,814.54,737.75
98.00,76.00,796.86,755.43
98.00,77.00,773.76,764.99
98.00,78.00,781.37,741.17
98.00,79.00,764.11,723.09
98.00,80.00,770.58,698.94
98.00,81.00,789.12,715.70
98.00,82.00,808.63,700.07
98.00,83.00,789.05,715.61
98.00,84.00,771.94,733.83
98.00,85.00,796.84,731.62
98.00,86.00,813.53,713.02
98.00,87.00,814.92,737.98
98.00,88.00,805.35,761.07
98.00,89.00,785.26,746.19
98.00,90.00,767.59,728.52
98.00,91.00,775.59,704.83
98.00,92.00,800.33,701.24
98.00,93.00,786.77,722.23
98.00,94.00,810.38,730.43
98.00,95.00,785.40,731.37
98.00,96.00,769.95,751.02
98.00,97.00,787.62,733.34
98.00,98.00,790.21,708.47
98.00,99.00,766.42,700.79
98.00,100.00,791.29,698.28
99.00,1.00,66.23,224.21
99.00,2.00,78.85,245.79
99.00,3.00,98.51,261.24
99.00,4.00,82.38,242.13
99.00,5.00,93.85,264.35
99.00,6.00,116.95,273.91
99.00,7.00,141.50,269.16
99.00,8.00,159.18,251.48
99.00,9.00,183.46,257.43
99.00,10.00,208.22,260.90
99.00,11.00,232.03,253.28
99.00,12.00,244.75,231.76
99.00,13.00,263.28,214.98
99.00,14.00,283.69,200.53
99.00,15.00,299.62,181.27
99.00,16.00,324.49,183.78
99.00,17.00,310.29,163.20
99.00,18.00,326.51,182.22
99.00,19.00,342.05,162.64
99.00,20.00,318.64,153.85
99.00,21.00,338.27,169.34
99.00,22.00,361.39,159.82
99.00,23.00,383.32,171.81
99.00,24.00,400.20,153.36
99.00,25.00,403.56,128.59
99.00,26.00,423.00,112.87
99.00,27.00,437.73,133.08
99.00,28.00,457.99,147.71
99.00,29.00,482.98,146.89
99.00,30.00,500.66,129.21
99.00,31.00,525.66,128.98
99.00,32.00,537.41,151.05
99.00,33.00,562.36,149.59
99.00,34.00,583.92,162.26
99.00,35.00,601.60,179.94
99.00,36.00,618.43,198.41
99.00,37.00,636.74,215.44
99.00,38.00,658.27,228.14
99.00,39.00,683.15,230.65
99.00,40.00,700.83,248.33
99.00,41.00,725.82,248.01
99.00,42.00,744.45,231.33
99.00,43.00,765.11,245.40
99.00,44.00,747.44,263.08
99.00,45.00,765.11,280.76
99.00,46.00,779.14,301.45
99.00,47.00,788.74,324.54
99.00,48.00,800.91,346.38
99.00,49.00,818.58,364.06
99.00,50.00,837.84,379.99
99.00,51.00,855.52,397.67
99.00,52.00,861.71,421.89
99.00,53.00,865.04,446.67
99.00,54.00,887.18,458.28
99.00,55.00,902.63,477.93
99.00,56.00,879.33,486.99
99.00,57.00,861.70,469.26
99.00,58.00,846.84,489.37
99.00,59.00,862.43,508.91
99.00,60.00,845.25,490.75
99.00,61.00,864.35,506.88
99.00,62.00,860.95,531.65
99.00,63.00,870.09,554.92
99.00,64.00,865.86,579.55
99.00,65.00,870.10,604.19
99.00,66.00,852.42,621.87
99.00,67.00,845.17,645.80
99.00,68.00,846.40,670.77
99.00,69.00,836.28,693.63
99.00,70.00,824.29,715.56
99.00,71.00,803.38,729.27
99.00,72.00,799.65,704.55
99.00,73.00,819.64,719.57
99.00,74.00,830.59,697.09
99.00,75.00,812.91,714.77
99.00,76.00,827.63,734.98
99.00,77.00,816.99,757.60
99.00,78.00,799.45,775.42
99.00,79.00,792.72,751.34
99.00,80.00,767.73,752.31
99.00,81.00,745.19,741.49
99.00,82.00,752.26,717.51
99.00,83.00,768.44,698.45
99.00,84.00,783.57,678.55
99.00,85.00,806.46,688.61
99.00,86.00,792.41,709.28
99.00,87.00,808.63,728.30
99.00,88.00,788.27,713.80
99.00,89.00,763.62,709.60
99.00,90.00,743.48,724.41
99.00,91.00,755.58,702.53
99.00,92.00,774.95,686.74
99.00,93.00,783.96,663.42
99.00,94.00,762.59,676.38
99.00,95.00,777.80,656.54
99.00,96.00,802.39,661.03
99.00,97.00,817.94,641.45
99.00,98.00,815.28,666.31
99.00,99.00,791.19,673.02
99.00,100.00,809.65,656.16
100.00,1.00,77.68,217.68
100.00,2.00,99.98,228.98
100.00,3.00,116.34,247.88
100.00,4.00,104.38,269.83
100.00,5.00,127.45,279.48
100.00,6.00,136.58,256.20
100.00,7.00,154.26,238.53
100.00,8.00,171.74,256.40
100.00,9.00,196.32,260.93
100.00,10.00,205.56,237.70
100.00,11.00,227.68,249.35
100.00,12.00,249.03,236.35
100.00,13.00,254.66,260.71
100.00,14.00,272.33,243.03
100.00,15.00,293.86,255.74
100.00,16.00,310.71,237.27
100.00,17.00,323.74,258.61
100.00,18.00,341.41,240.93
100.00,19.00,346.46,216.44
100.00,20.00,366.18,231.81
100.00,21.00,383.85,214.13
100.00,22.00,407.87,207.18
100.00,23.00,432.72,209.85
100.00,24.00,450.40,192.17
100.00,25.00,475.33,194.03
100.00,26.00,499.63,188.14
100.00,27.00,524.20,192.76
100.00,28.00,543.91,208.14
100.00,29.00,559.89,227.36
100.00,30.00,583.27,218.53
100.00,31.00,586.60,243.30
100.00,32.00,610.88,237.34
100.00,33.00,622.42,259.52
100.00,34.00,645.01,270.23
100.00,35.00,664.84,285.44
100.00,36.00,682.52,303.12
100.00,37.00,660.06,314.10
100.00,38.00,681.12,327.57
100.00,39.00,705.95,330.50
100.00,40.00,694.01,352.47
100.00,41.00,710.18,371.54
100.00,42.00,719.83,394.60
100.00,43.00,744.79,395.98
100.00,44.00,738.68,420.22
100.00,45.00,763.58,422.49
100.00,46.00,787.34,414.71
100.00,47.00,800.58,435.91
100.00,48.00,825.57,435.35
100.00,49.00,839.24,456.29
100.00,50.00,834.51,480.84
100.00,51.00,838.73,505.48
100.00,52.00,814.93,513.14
100.00,53.00,830.82,532.44
100.00,54.00,833.15,557.33
100.00,55.00,850.83,575.01
100.00,56.00,868.35,592.84
100.00,57.00,847.10,579.66
100.00,58.00,864.49,597.62
100.00,59.00,884.49,582.62
100.00,60.00,875.29,605.87
100.00,61.00,858.35,624.25
100.00,62.00,856.22,649.16
100.00,63.00,864.74,625.66
100.00,64.00,848.57,644.72
100.00,65.00,859.25,667.33
100.00,66.00,841.33,684.77
100.00,67.00,823.65,702.44
100.00,68.00,805.98,720.12
100.00,69.00,818.72,698.61
100.00,70.00,797.22,711.37
100.00,71.00,779.54,693.69
100.00,72.00,785.70,669.46
100.00,73.00,803.43,651.84
100.00,74.00,815.66,673.64
100.00,75.00,835.46,658.38
100.00,76.00,815.09,672.88
100.00,77.00,836.14,686.37
100.00,78.00,814.40,698.71
100.00,79.00,796.72,716.39
100.00,80.00,775.58,703.05
100.00,81.00,793.26,685.37
100.00,82.00,812.36,669.24
100.00,83.00,834.94,658.51
100.00,84.00,815.20,643.17
100.00,85.00,796.23,659.45
100.00,86.00,785.84,636.71
100.00,87.00,810.77,638.62
100.00,88.00,803.15,662.43
100.00,89.00,824.09,676.09
100.00,90.00,842.46,693.04
