episode,step,x,y
439.00,47.00,940.77,571.51
439.00,48.00,954.38,592.48
440.00,1.00,76.09,219.13
440.00,2.00,92.99,237.56
440.00,3.00,110.67,255.23
440.00,4.00,134.18,263.74
440.00,5.00,158.38,269.99
440.00,6.00,182.35,262.86
440.00,7.00,205.78,254.14
440.00,8.00,229.45,246.12
440.00,9.00,253.69,239.97
440.00,10.00,271.36,222.29
440.00,11.00,291.55,207.54
440.00,12.00,310.63,191.38
440.00,13.00,333.95,182.39
440.00,14.00,358.95,182.88
440.00,15.00,380.28,169.83
440.00,16.00,405.27,170.23
440.00,17.00,421.92,151.58
440.00,18.00,438.75,133.09
440.00,19.00,457.22,116.24
440.00,20.00,481.26,109.39
440.00,21.00,504.33,99.74
440.00,22.00,527.23,109.77
440.00,23.00,551.82,114.27
440.00,24.00,573.21,127.20
440.00,25.00,592.17,143.50
440.00,26.00,610.13,160.89
440.00,27.00,622.49,182.62
440.00,28.00,643.54,196.10
440.00,29.00,661.22,213.78
440.00,30.00,680.61,229.56
440.00,31.00,703.34,239.97
440.00,32.00,721.02,257.64
440.00,33.00,738.71,275.30
440.00,34.00,760.23,288.04
440.00,35.00,773.36,309.31
440.00,36.00,793.68,323.89
440.00,37.00,810.53,342.35
440.00,38.00,822.50,364.30
440.00,39.00,838.01,383.90
440.00,40.00,856.34,400.90
440.00,41.00,877.69,413.91
440.00,42.00,899.29,426.50
440.00,43.00,895.59,451.23
440.00,44.00,905.62,474.13
440.00,45.00,918.25,495.70
440.00,46.00,927.07,519.10
440.00,47.00,939.82,540.60
440.00,48.00,944.06,565.24
440.00,49.00,946.53,590.12
441.00,1.00,78.67,216.63
441.00,2.00,98.23,232.20
441.00,3.00,115.91,249.88
441.00,4.00,134.29,266.81
441.00,5.00,159.12,263.87
441.00,6.00,183.74,259.53
441.00,7.00,204.57,245.70
441.00,8.00,222.20,227.97
441.00,9.00,246.15,220.83
441.00,10.00,269.16,211.05
441.00,11.00,293.45,205.15
441.00,12.00,311.13,187.47
441.00,13.00,331.53,173.01
441.00,14.00,353.53,161.14
441.00,15.00,376.42,151.11
441.00,16.00,392.22,131.73
441.00,17.00,417.13,133.84
441.00,18.00,441.37,127.73
441.00,19.00,462.44,114.27
441.00,20.00,486.67,108.10
441.00,21.00,511.52,110.80
441.00,22.00,536.28,114.28
441.00,23.00,558.52,125.68
441.00,24.00,580.54,137.53
441.00,25.00,601.77,150.74
441.00,26.00,616.24,171.12
441.00,27.00,633.92,188.80
441.00,28.00,656.36,199.82
441.00,29.00,674.56,216.96
441.00,30.00,692.77,234.09
441.00,31.00,713.66,247.82
441.00,32.00,730.33,266.44
441.00,33.00,747.99,284.15
441.00,34.00,765.69,301.80
441.00,35.00,783.36,319.48
441.00,36.00,800.74,337.46
441.00,37.00,817.36,356.13
441.00,38.00,831.81,376.53
441.00,39.00,850.26,393.40
441.00,40.00,866.64,412.29
441.00,41.00,877.65,434.73
441.00,42.00,901.59,441.96
441.00,43.00,896.08,466.35
441.00,44.00,908.58,488.00
441.00,45.00,919.13,510.66
441.00,46.00,931.20,532.56
441.00,47.00,928.87,557.45
441.00,48.00,926.69,582.35
441.00,49.00,938.33,604.48
442.00,1.00,78.06,217.28
442.00,2.00,95.74,234.96
442.00,3.00,108.23,256.62
442.00,4.00,132.15,263.89
442.00,5.00,155.84,271.88
442.00,6.00,178.39,261.09
442.00,7.00,199.22,247.26
442.00,8.00,216.85,229.54
442.00,9.00,241.71,232.20
442.00,10.00,263.65,220.21
442.00,11.00,288.49,217.39
442.00,12.00,307.99,201.74
442.00,13.00,328.06,186.84
442.00,14.00,343.43,167.12
442.00,15.00,364.16,153.14
442.00,16.00,387.14,143.31
442.00,17.00,411.11,136.20
442.00,18.00,432.77,123.73
442.00,19.00,453.77,110.16
442.00,20.00,477.74,103.06
442.00,21.00,502.45,99.27
442.00,22.00,525.35,89.22
442.00,23.00,540.32,109.24
442.00,24.00,562.00,121.69
442.00,25.00,582.45,136.07
442.00,26.00,607.01,140.72
442.00,27.00,620.96,161.47
442.00,28.00,638.63,179.15
442.00,29.00,653.69,199.10
442.00,30.00,670.97,217.17
442.00,31.00,688.65,234.85
442.00,32.00,706.33,252.53
442.00,33.00,723.81,270.40
442.00,34.00,743.04,286.37
442.00,35.00,760.72,304.05
442.00,36.00,778.50,321.62
442.00,37.00,795.25,340.18
442.00,38.00,808.60,361.32
442.00,39.00,826.28,379.00
442.00,40.00,843.36,397.25
442.00,41.00,860.70,415.25
442.00,42.00,870.66,438.19
442.00,43.00,890.04,453.98
442.00,44.00,892.40,478.87
442.00,45.00,906.93,499.21
442.00,46.00,915.47,522.71
442.00,47.00,923.68,546.32
442.00,48.00,934.20,569.00
442.00,49.00,944.34,591.85
443.00,1.00,78.75,216.54
443.00,2.00,97.84,232.68
443.00,3.00,116.60,249.21
443.00,4.00,136.92,263.76
443.00,5.00,157.34,249.34
443.00,6.00,179.48,260.97
443.00,7.00,202.31,250.78
443.00,8.00,223.73,237.90
443.00,9.00,241.43,220.24
443.00,10.00,264.25,210.04
443.00,11.00,278.09,189.22
443.00,12.00,294.21,170.11
443.00,13.00,319.17,168.70
443.00,14.00,343.64,163.56
443.00,15.00,362.93,147.66
443.00,16.00,384.22,134.56
443.00,17.00,403.96,119.22
443.00,18.00,428.96,119.32
443.00,19.00,453.68,115.58
443.00,20.00,474.45,101.67
443.00,21.00,498.98,106.51
443.00,22.00,523.94,105.18
443.00,23.00,548.61,101.13
443.00,24.00,566.20,118.90
443.00,25.00,580.90,139.12
443.00,26.00,594.18,160.30
443.00,27.00,616.63,171.30
443.00,28.00,636.14,186.93
443.00,29.00,656.49,201.45
443.00,30.00,674.17,219.12
443.00,31.00,687.80,240.08
443.00,32.00,705.47,257.76
443.00,33.00,723.15,275.44
443.00,34.00,740.90,293.05
443.00,35.00,760.36,308.73
443.00,36.00,779.28,325.08
443.00,37.00,796.96,342.76
443.00,38.00,809.22,364.55
443.00,39.00,829.55,379.09
443.00,40.00,847.22,396.78
443.00,41.00,867.84,410.91
443.00,42.00,884.49,429.56
443.00,43.00,894.06,452.66
443.00,44.00,906.76,474.19
443.00,45.00,910.14,498.96
443.00,46.00,922.16,520.88
443.00,47.00,936.39,541.43
443.00,48.00,940.67,566.06
443.00,49.00,942.26,591.01
444.00,1.00,74.48,220.38
444.00,2.00,93.73,236.33
444.00,3.00,110.64,254.74
444.00,4.00,135.51,257.28
444.00,5.00,160.23,253.51
444.00,6.00,183.38,244.07
444.00,7.00,208.38,244.18
444.00,8.00,228.52,229.37
444.00,9.00,248.93,214.93
444.00,10.00,271.41,204.00
444.00,11.00,290.39,187.72
444.00,12.00,292.31,162.80
444.00,13.00,317.22,160.75
444.00,14.00,338.09,146.98
444.00,15.00,363.08,147.72
444.00,16.00,385.49,136.64
444.00,17.00,408.32,126.46
444.00,18.00,426.72,109.54
444.00,19.00,451.49,106.12
444.00,20.00,475.75,100.08
444.00,21.00,499.18,108.79
444.00,22.00,516.61,90.86
444.00,23.00,536.81,105.60
444.00,24.00,561.67,108.24
444.00,25.00,582.57,121.96
444.00,26.00,603.18,136.11
444.00,27.00,619.26,155.26
444.00,28.00,636.33,173.52
444.00,29.00,654.01,191.20
444.00,30.00,671.68,208.87
444.00,31.00,689.36,226.55
444.00,32.00,708.59,242.53
444.00,33.00,726.95,259.50
444.00,34.00,741.64,279.73
444.00,35.00,758.30,298.37
444.00,36.00,780.37,310.12
444.00,37.00,797.21,328.59
444.00,38.00,816.23,344.81
444.00,39.00,835.26,361.03
444.00,40.00,853.33,378.31
444.00,41.00,867.51,398.89
444.00,42.00,885.90,415.84
444.00,43.00,890.25,440.45
444.00,44.00,901.18,462.94
444.00,45.00,911.49,485.71
444.00,46.00,924.78,506.89
444.00,47.00,936.64,528.90
444.00,48.00,950.97,549.38
444.00,49.00,949.46,574.34
444.00,50.00,945.63,599.04
445.00,1.00,81.71,212.40
445.00,2.00,100.34,229.07
445.00,3.00,117.65,247.11
445.00,4.00,141.26,255.32
445.00,5.00,165.72,260.49
445.00,6.00,182.78,242.23
445.00,7.00,202.69,227.10
445.00,8.00,226.48,234.76
445.00,9.00,250.54,227.99
445.00,10.00,271.63,214.56
445.00,11.00,291.11,198.89
445.00,12.00,309.20,181.63
445.00,13.00,327.24,164.33
445.00,14.00,350.96,156.42
445.00,15.00,369.48,139.63
445.00,16.00,389.51,124.66
445.00,17.00,410.41,110.95
445.00,18.00,435.10,114.93
445.00,19.00,456.70,102.34
445.00,20.00,477.47,88.44
445.00,21.00,499.44,100.36
445.00,22.00,523.24,108.05
445.00,23.00,545.11,95.95
445.00,24.00,563.84,112.52
445.00,25.00,585.34,125.26
445.00,26.00,601.86,144.03
445.00,27.00,626.20,149.75
445.00,28.00,643.87,167.43
445.00,29.00,663.11,183.40
445.00,30.00,680.79,201.07
445.00,31.00,699.10,218.10
445.00,32.00,720.32,231.31
445.00,33.00,740.43,246.16
445.00,34.00,758.11,263.83
445.00,35.00,777.36,279.79
445.00,36.00,794.16,298.30
445.00,37.00,811.84,315.97
445.00,38.00,829.31,333.85
445.00,39.00,838.42,357.14
445.00,40.00,856.10,374.81
445.00,41.00,869.95,395.63
445.00,42.00,873.73,420.34
445.00,43.00,892.25,437.13
445.00,44.00,900.05,460.89
445.00,45.00,912.80,482.40
445.00,46.00,928.05,502.20
445.00,47.00,936.64,525.68
445.00,48.00,942.59,549.96
445.00,49.00,946.79,574.61
445.00,50.00,947.48,599.60
446.00,1.00,72.91,221.41
446.00,2.00,92.24,237.27
446.00,3.00,114.91,247.81
446.00,4.00,139.71,250.89
446.00,5.00,164.62,253.03
446.00,6.00,188.28,244.93
446.00,7.00,207.17,228.56
446.00,8.00,231.61,223.30
446.00,9.00,255.35,215.48
446.00,10.00,278.89,207.04
446.00,11.00,302.93,200.19
446.00,12.00,325.63,189.71
446.00,13.00,343.18,171.91
446.00,14.00,367.32,165.38
446.00,15.00,381.74,144.97
446.00,16.00,405.30,136.59
446.00,17.00,428.30,126.80
446.00,18.00,449.22,113.11
446.00,19.00,470.97,100.79
446.00,20.00,495.90,98.94
446.00,21.00,520.40,103.91
446.00,22.00,544.11,111.86
446.00,23.00,568.62,116.78
446.00,24.00,587.42,133.26
446.00,25.00,608.63,146.49
446.00,26.00,621.13,168.14
446.00,27.00,637.47,187.06
446.00,28.00,655.65,204.22
446.00,29.00,673.33,221.90
446.00,30.00,691.34,239.24
446.00,31.00,712.86,251.96
446.00,32.00,731.41,268.72
446.00,33.00,752.05,282.83
446.00,34.00,768.74,301.44
446.00,35.00,786.42,319.12
446.00,36.00,804.51,336.37
446.00,37.00,822.81,353.41
446.00,38.00,839.01,372.45
446.00,39.00,858.00,388.71
446.00,40.00,875.36,406.69
446.00,41.00,892.26,425.11
446.00,42.00,891.60,450.11
446.00,43.00,896.47,474.63
446.00,44.00,915.17,491.22
446.00,45.00,925.62,513.93
446.00,46.00,915.96,536.99
446.00,47.00,932.05,556.13
446.00,48.00,940.72,579.58
446.00,49.00,954.39,600.51
447.00,1.00,74.97,220.02
447.00,2.00,92.65,237.70
447.00,3.00,114.76,249.38
447.00,4.00,139.24,254.43
447.00,5.00,163.89,250.28
447.00,6.00,187.95,243.49
447.00,7.00,208.61,229.41
447.00,8.00,232.93,223.60
447.00,9.00,256.90,216.50
447.00,10.00,280.56,208.42
447.00,11.00,299.53,192.15
447.00,12.00,324.53,192.08
447.00,13.00,344.45,176.97
447.00,14.00,368.15,169.01
447.00,15.00,388.33,154.26
447.00,16.00,406.01,136.58
447.00,17.00,429.04,126.86
447.00,18.00,453.72,122.83
447.00,19.00,478.71,123.53
447.00,20.00,501.19,112.60
447.00,21.00,526.19,112.55
447.00,22.00,550.92,116.21
447.00,23.00,575.92,116.63
447.00,24.00,587.62,138.72
447.00,25.00,610.25,149.35
447.00,26.00,626.06,168.71
447.00,27.00,647.04,182.31
447.00,28.00,664.16,200.53
447.00,29.00,684.40,215.20
447.00,30.00,702.08,232.88
447.00,31.00,719.73,250.58
447.00,32.00,737.41,268.26
447.00,33.00,752.73,288.01
447.00,34.00,771.26,304.80
447.00,35.00,788.93,322.48
447.00,36.00,804.64,341.93
447.00,37.00,823.52,358.31
447.00,38.00,835.56,380.22
447.00,39.00,847.30,402.29
447.00,40.00,864.35,420.58
447.00,41.00,879.09,440.77
447.00,42.00,887.13,464.44
447.00,43.00,898.09,486.91
447.00,44.00,910.48,508.63
447.00,45.00,925.21,528.82
447.00,46.00,929.00,553.54
447.00,47.00,941.13,575.40
447.00,48.00,926.07,595.35
448.00,1.00,79.12,216.11
448.00,2.00,100.44,229.16
448.00,3.00,125.44,229.39
448.00,4.00,149.39,236.54
448.00,5.00,169.22,251.77
448.00,6.00,194.04,254.72
448.00,7.00,216.00,242.77
448.00,8.00,230.48,222.39
448.00,9.00,253.62,231.84
448.00,10.00,271.05,213.92
448.00,11.00,288.72,196.24
448.00,12.00,310.70,184.32
448.00,13.00,332.62,172.29
448.00,14.00,356.62,165.31
448.00,15.00,373.49,146.85
448.00,16.00,396.40,156.85
448.00,17.00,417.84,144.00
448.00,18.00,435.24,126.04
448.00,19.00,456.61,113.07
448.00,20.00,481.61,113.40
448.00,21.00,503.41,101.16
448.00,22.00,524.30,114.90
448.00,23.00,549.07,111.53
448.00,24.00,566.81,129.14
448.00,25.00,589.90,138.73
448.00,26.00,607.58,156.41
448.00,27.00,625.25,174.09
448.00,28.00,642.84,191.86
448.00,29.00,658.68,211.20
448.00,30.00,678.03,227.03
448.00,31.00,695.71,244.71
448.00,32.00,712.84,262.91
448.00,33.00,733.37,277.18
448.00,34.00,751.04,294.86
448.00,35.00,768.35,312.90
448.00,36.00,786.03,330.58
448.00,37.00,802.63,349.27
448.00,38.00,822.64,364.26
448.00,39.00,837.54,384.33
448.00,40.00,856.17,401.01
448.00,41.00,873.09,419.41
448.00,42.00,887.90,439.55
448.00,43.00,900.92,460.90
448.00,44.00,902.38,485.86
448.00,45.00,914.97,507.45
448.00,46.00,930.89,526.73
448.00,47.00,925.76,551.20
448.00,48.00,938.67,572.61
448.00,49.00,940.77,597.52
449.00,1.00,77.68,217.68
449.00,2.00,95.36,235.36
449.00,3.00,117.43,247.09
449.00,4.00,141.45,254.02
449.00,5.00,166.19,250.42
449.00,6.00,189.90,242.49
449.00,7.00,208.71,226.03
449.00,8.00,229.69,239.62
449.00,9.00,250.72,226.11
449.00,10.00,275.06,220.37
449.00,11.00,292.73,202.70
449.00,12.00,310.62,185.23
449.00,13.00,330.01,169.45
449.00,14.00,355.00,170.14
449.00,15.00,372.68,152.47
449.00,16.00,394.81,140.85
449.00,17.00,416.24,127.97
449.00,18.00,438.19,115.99
449.00,19.00,461.52,124.96
449.00,20.00,486.51,124.25
449.00,21.00,504.82,107.22
449.00,22.00,529.76,108.84
449.00,23.00,549.15,124.63
449.00,24.00,573.56,130.04
449.00,25.00,597.53,137.13
449.00,26.00,618.95,150.02
449.00,27.00,632.06,171.30
449.00,28.00,652.65,185.49
449.00,29.00,667.44,205.64
449.00,30.00,685.12,223.32
449.00,31.00,706.81,235.75
449.00,32.00,724.49,253.43
449.00,33.00,742.17,271.10
449.00,34.00,762.62,285.48
449.00,35.00,782.99,299.97
449.00,36.00,801.37,316.92
449.00,37.00,819.04,334.60
449.00,38.00,836.72,352.28
449.00,39.00,854.39,369.96
449.00,40.00,869.78,389.67
449.00,41.00,881.91,411.53
449.00,42.00,895.46,432.54
449.00,43.00,913.14,450.21
449.00,44.00,906.97,474.44
449.00,45.00,917.53,497.10
449.00,46.00,923.15,521.46
449.00,47.00,934.07,543.95
449.00,48.00,946.22,565.80
449.00,49.00,944.66,590.75
450.00,1.00,77.68,217.68
450.00,2.00,95.36,235.36
450.00,3.00,106.54,257.72
450.00,4.00,131.53,257.41
450.00,5.00,156.44,259.60
450.00,6.00,180.17,251.75
450.00,7.00,203.97,244.10
450.00,8.00,224.67,230.07
450.00,9.00,249.67,229.91
450.00,10.00,268.20,213.13
450.00,11.00,288.53,198.58
450.00,12.00,309.44,184.88
450.00,13.00,327.55,167.64
450.00,14.00,352.44,165.35
450.00,15.00,374.52,153.63
450.00,16.00,391.09,134.91
450.00,17.00,414.72,126.75
450.00,18.00,439.17,121.50
450.00,19.00,463.35,115.16
450.00,20.00,484.60,101.99
450.00,21.00,508.48,109.40
450.00,22.00,533.48,109.72
450.00,23.00,558.39,107.68
450.00,24.00,576.14,125.28
450.00,25.00,595.30,141.34
450.00,26.00,614.79,156.99
450.00,27.00,633.45,173.64
450.00,28.00,650.70,191.73
450.00,29.00,668.67,209.11
450.00,30.00,685.20,227.87
450.00,31.00,702.29,246.12
450.00,32.00,719.97,263.79
450.00,33.00,738.76,280.27
450.00,34.00,758.33,295.84
450.00,35.00,775.65,313.86
450.00,36.00,794.25,330.57
450.00,37.00,810.61,349.48
450.00,38.00,831.83,362.69
450.00,39.00,853.78,374.66
450.00,40.00,866.02,396.45
450.00,41.00,883.70,414.13
450.00,42.00,896.81,435.41
450.00,43.00,900.88,460.08
450.00,44.00,907.47,484.20
450.00,45.00,913.22,508.53
450.00,46.00,922.54,531.72
450.00,47.00,933.58,554.15
450.00,48.00,928.52,578.63
450.00,49.00,945.80,596.70
451.00,1.00,74.71,220.21
451.00,2.00,92.54,237.74
451.00,3.00,112.24,253.13
451.00,4.00,137.01,249.71
451.00,5.00,157.94,263.39
451.00,6.00,182.90,264.81
451.00,7.00,203.09,250.07
451.00,8.00,227.93,247.24
451.00,9.00,247.68,231.91
451.00,10.00,267.31,216.43
451.00,11.00,288.11,202.56
451.00,12.00,310.19,190.83
451.00,13.00,332.99,180.58
451.00,14.00,343.91,158.09
451.00,15.00,367.75,150.54
451.00,16.00,391.12,141.68
451.00,17.00,410.68,126.11
451.00,18.00,435.62,124.37
451.00,19.00,455.69,109.46
451.00,20.00,479.11,100.72
451.00,21.00,504.11,100.58
451.00,22.00,526.56,111.58
451.00,23.00,550.88,117.36
451.00,24.00,574.65,125.10
451.00,25.00,593.96,140.98
451.00,26.00,611.27,159.02
451.00,27.00,629.97,175.61
451.00,28.00,648.75,192.12
451.00,29.00,667.08,209.12
451.00,30.00,689.25,220.66
451.00,31.00,707.71,237.52
451.00,32.00,725.74,254.84
451.00,33.00,743.41,272.52
451.00,34.00,764.70,285.63
451.00,35.00,788.20,294.17
451.00,36.00,803.33,314.07
451.00,37.00,820.55,332.19
451.00,38.00,837.06,350.97
451.00,39.00,854.73,368.64
451.00,40.00,876.25,381.37
451.00,41.00,887.69,403.60
451.00,42.00,903.58,422.90
451.00,43.00,913.68,445.77
451.00,44.00,911.09,470.64
451.00,45.00,919.38,494.22
451.00,46.00,918.70,519.21
451.00,47.00,928.36,542.28
451.00,48.00,944.62,561.26
451.00,49.00,952.64,584.94
452.00,1.00,78.68,216.61
452.00,2.00,96.36,234.29
452.00,3.00,118.79,245.33
452.00,4.00,143.41,241.02
452.00,5.00,167.32,248.34
452.00,6.00,192.32,248.74
452.00,7.00,215.53,239.46
452.00,8.00,236.70,226.16
452.00,9.00,260.59,218.80
452.00,10.00,284.74,225.25
452.00,11.00,306.58,213.08
452.00,12.00,321.53,193.04
452.00,13.00,342.33,179.17
452.00,14.00,355.51,157.93
452.00,15.00,378.65,148.46
452.00,16.00,397.69,132.27
452.00,17.00,421.20,123.76
452.00,18.00,446.08,121.35
452.00,19.00,471.04,122.84
452.00,20.00,493.68,112.23
452.00,21.00,518.45,108.85
452.00,22.00,542.46,101.89
452.00,23.00,564.38,113.91
452.00,24.00,586.52,125.51
452.00,25.00,604.44,142.95
452.00,26.00,622.89,159.82
452.00,27.00,643.92,173.34
452.00,28.00,658.64,193.54
452.00,29.00,677.90,209.48
452.00,30.00,696.85,225.79
452.00,31.00,714.52,243.47
452.00,32.00,732.20,261.15
452.00,33.00,749.88,278.83
452.00,34.00,766.06,297.88
452.00,35.00,783.43,315.87
452.00,36.00,800.88,333.77
452.00,37.00,820.50,349.25
452.00,38.00,838.27,366.84
452.00,39.00,851.62,387.98
452.00,40.00,867.88,406.97
452.00,41.00,879.33,429.19
452.00,42.00,895.36,448.38
452.00,43.00,913.05,466.04
452.00,44.00,912.91,491.04
452.00,45.00,921.64,514.47
452.00,46.00,934.02,536.19
452.00,47.00,944.16,559.04
452.00,48.00,963.78,574.53
452.00,49.00,957.65,598.77
453.00,1.00,76.41,218.86
453.00,2.00,94.14,236.48
453.00,3.00,111.44,254.54
453.00,4.00,131.03,270.06
453.00,5.00,155.94,272.21
453.00,6.00,178.23,260.89
453.00,7.00,202.99,264.34
453.00,8.00,222.00,248.10
453.00,9.00,240.68,231.48
453.00,10.00,260.77,216.60
453.00,11.00,281.16,202.13
453.00,12.00,306.09,204.01
453.00,13.00,327.31,190.80
453.00,14.00,344.99,173.12
453.00,15.00,362.97,155.74
453.00,16.00,386.44,147.15
453.00,17.00,410.67,141.00
453.00,18.00,431.10,126.58
453.00,19.00,455.94,123.75
453.00,20.00,480.88,122.00
453.00,21.00,505.83,120.56
453.00,22.00,527.37,107.86
453.00,23.00,545.11,125.47
453.00,24.00,569.15,132.32
453.00,25.00,589.07,147.43
453.00,26.00,603.53,167.83
453.00,27.00,627.09,176.17
453.00,28.00,641.10,196.87
453.00,29.00,658.78,214.55
453.00,30.00,674.85,233.70
453.00,31.00,690.39,253.29
453.00,32.00,708.07,270.96
453.00,33.00,724.64,289.68
453.00,34.00,742.31,307.36
453.00,35.00,758.36,326.53
453.00,36.00,777.80,342.26
453.00,37.00,793.95,361.33
453.00,38.00,812.68,377.90
453.00,39.00,825.30,399.48
453.00,40.00,843.96,416.11
453.00,41.00,861.64,433.79
453.00,42.00,870.47,457.18
453.00,43.00,888.15,474.85
453.00,44.00,900.58,496.54
453.00,45.00,909.19,520.01
453.00,46.00,927.25,537.30
453.00,47.00,925.04,562.21
453.00,48.00,938.13,583.51
454.00,1.00,75.05,219.96
454.00,2.00,92.72,237.64
454.00,3.00,108.39,257.12
454.00,4.00,128.40,272.11
454.00,5.00,153.20,268.94
454.00,6.00,177.89,265.06
454.00,7.00,200.14,253.66
454.00,8.00,224.82,249.65
454.00,9.00,248.81,242.62
454.00,10.00,266.73,225.19
454.00,11.00,290.45,217.30
454.00,12.00,308.80,200.32
454.00,13.00,329.66,186.54
454.00,14.00,353.63,179.43
454.00,15.00,371.27,161.72
454.00,16.00,391.61,147.18
454.00,17.00,411.04,131.45
454.00,18.00,435.98,129.65
454.00,19.00,456.93,116.01
454.00,20.00,481.93,116.34
454.00,21.00,504.51,127.06
454.00,22.00,528.44,119.82
454.00,23.00,551.41,129.67
454.00,24.00,564.46,151.00
454.00,25.00,589.06,155.44
454.00,26.00,608.70,170.91
454.00,27.00,627.53,187.35
454.00,28.00,647.33,202.62
454.00,29.00,665.01,220.29
454.00,30.00,683.32,237.31
454.00,31.00,701.00,254.99
454.00,32.00,720.96,270.03
454.00,33.00,738.64,287.71
454.00,34.00,756.50,305.21
454.00,35.00,774.64,322.41
454.00,36.00,792.31,340.09
454.00,37.00,804.07,362.16
454.00,38.00,821.06,380.50
454.00,39.00,836.24,400.36
454.00,40.00,858.55,411.64
454.00,41.00,873.04,432.01
454.00,42.00,879.61,456.13
454.00,43.00,894.76,476.02
454.00,44.00,913.46,492.61
454.00,45.00,929.85,511.49
454.00,46.00,947.32,529.37
454.00,47.00,943.15,554.02
454.00,48.00,935.12,577.70
454.00,49.00,945.14,600.61
455.00,1.00,76.21,219.03
455.00,2.00,98.64,230.07
455.00,3.00,119.29,244.17
455.00,4.00,137.21,261.60
455.00,5.00,160.64,270.31
455.00,6.00,183.47,260.11
455.00,7.00,207.17,252.15
455.00,8.00,226.88,236.78
455.00,9.00,245.29,219.87
455.00,10.00,270.20,217.74
455.00,11.00,289.80,202.22
455.00,12.00,313.71,209.52
455.00,13.00,331.38,191.84
455.00,14.00,349.06,174.16
455.00,15.00,371.09,162.35
455.00,16.00,392.78,149.91
455.00,17.00,411.79,133.68
455.00,18.00,434.35,122.91
455.00,19.00,459.28,124.78
455.00,20.00,483.33,117.94
455.00,21.00,507.20,110.50
455.00,22.00,531.12,117.79
455.00,23.00,555.97,120.46
455.00,24.00,575.06,136.60
455.00,25.00,592.58,154.44
455.00,26.00,610.25,172.12
455.00,27.00,628.20,189.52
455.00,28.00,645.88,207.20
455.00,29.00,659.14,228.40
455.00,30.00,675.56,247.25
455.00,31.00,693.24,264.92
455.00,32.00,708.10,285.02
455.00,33.00,727.83,300.38
455.00,34.00,745.96,317.60
455.00,35.00,759.08,338.88
455.00,36.00,774.56,358.51
455.00,37.00,795.20,372.61
455.00,38.00,811.58,391.50
455.00,39.00,824.05,413.16
455.00,40.00,838.13,433.82
455.00,41.00,855.41,451.89
455.00,42.00,872.76,469.89
455.00,43.00,883.12,492.64
455.00,44.00,900.67,510.45
455.00,45.00,918.17,528.31
455.00,46.00,929.59,550.54
455.00,47.00,935.83,574.75
455.00,48.00,943.45,598.56
456.00,1.00,77.68,217.68
456.00,2.00,95.36,235.36
456.00,3.00,114.11,251.88
456.00,4.00,136.57,262.87
456.00,5.00,161.08,267.81
456.00,6.00,184.82,260.00
456.00,7.00,202.89,242.71
456.00,8.00,222.76,227.55
456.00,9.00,247.16,222.08
456.00,10.00,269.59,211.05
456.00,11.00,293.64,204.21
456.00,12.00,313.64,189.22
456.00,13.00,337.04,180.41
456.00,14.00,356.94,165.28
456.00,15.00,372.57,145.77
456.00,16.00,392.46,130.61
456.00,17.00,415.87,121.85
456.00,18.00,440.74,119.31
456.00,19.00,462.55,107.10
456.00,20.00,487.37,110.13
456.00,21.00,512.02,114.29
456.00,22.00,536.76,117.90
456.00,23.00,560.50,125.73
456.00,24.00,582.26,138.04
456.00,25.00,601.23,154.32
456.00,26.00,620.98,169.64
456.00,27.00,644.34,178.56
456.00,28.00,665.11,192.48
456.00,29.00,680.06,212.51
456.00,30.00,694.59,232.86
456.00,31.00,712.97,249.80
456.00,32.00,729.27,268.76
456.00,33.00,746.99,286.40
456.00,34.00,767.73,300.35
456.00,35.00,787.07,316.19
456.00,36.00,807.14,331.10
456.00,37.00,829.02,343.20
456.00,38.00,846.70,360.87
456.00,39.00,859.13,382.56
456.00,40.00,874.18,402.52
456.00,41.00,891.86,420.20
456.00,42.00,901.81,443.13
456.00,43.00,914.99,464.38
456.00,44.00,921.37,488.55
456.00,45.00,925.83,513.15
456.00,46.00,937.70,535.15
456.00,47.00,946.95,558.38
456.00,48.00,943.55,583.15
457.00,1.00,79.48,215.67
457.00,2.00,97.06,233.44
457.00,3.00,118.56,246.20
457.00,4.00,140.09,258.90
457.00,5.00,162.38,247.57
457.00,6.00,187.13,251.08
457.00,7.00,205.77,234.42
457.00,8.00,230.73,233.04
457.00,9.00,251.98,219.87
457.00,10.00,273.80,207.66
457.00,11.00,293.58,192.38
457.00,12.00,317.04,183.73
457.00,13.00,339.30,172.35
457.00,14.00,358.85,156.76
457.00,15.00,379.97,143.40
457.00,16.00,400.84,129.62
457.00,17.00,420.15,113.75
457.00,18.00,445.08,111.82
457.00,19.00,468.38,102.76
457.00,20.00,493.21,99.90
457.00,21.00,518.13,101.93
457.00,22.00,542.91,105.21
457.00,23.00,565.85,115.16
457.00,24.00,585.59,130.51
457.00,25.00,601.51,149.78
457.00,26.00,621.11,165.30
457.00,27.00,637.55,184.13
457.00,28.00,657.40,199.33
457.00,29.00,675.08,217.01
457.00,30.00,693.01,234.43
457.00,31.00,709.27,253.41
457.00,32.00,726.95,271.09
457.00,33.00,742.66,290.54
457.00,34.00,758.50,309.88
457.00,35.00,772.59,330.53
457.00,36.00,792.12,346.14
457.00,37.00,809.46,364.15
457.00,38.00,827.13,381.83
457.00,39.00,844.81,399.51
457.00,40.00,859.65,419.63
457.00,41.00,877.18,437.45
